X	Y	Predichos	Varianza
344351.30203182	6234907.96293256	142.882889852719	6035.51686963464
354351.30203182	6234907.96293256	141.219531875603	5925.06019806985
364351.30203182	6234907.96293256	138.510127550018	5415.06993653942
374351.30203182	6234907.96293256	134.274909016719	4504.50431715239
384351.30203182	6234907.96293256	134.388887547623	3702.31218120131
394351.30203182	6234907.96293256	148.802515495236	4147.62436730122
404351.30203182	6234907.96293256	169.804730833358	4975.41773253373
414351.30203182	6234907.96293256	187.980041152385	5431.23991159868
424351.30203182	6234907.96293256	204.291891447029	5499.90063463964
434351.30203182	6234907.96293256	216.029974999399	5230.75046472239
444351.30203182	6234907.96293256	229.524174992082	4664.15437245631
454351.30203182	6234907.96293256	245.636406395643	4054.89834378575
464351.30203182	6234907.96293256	267.255392479865	3913.53913105197
474351.30203182	6234907.96293256	294.803847464038	4124.21919226205
484351.30203182	6234907.96293256	323.052541967929	3904.99892067083
494351.30203182	6234907.96293256	343.268962033304	2986.19724576842
504351.30203182	6234907.96293256	347.045040553146	2412.22275502162
514351.30203182	6234907.96293256	337.312012192491	3540.59629293109
524351.30203182	6234907.96293256	328.95796117461	4416.65931401599
534351.30203182	6234907.96293256	324.674324205301	5157.37558429956
314351.30203182	6244907.96293256	136.807769125305	2831.35474239291
324351.30203182	6244907.96293256	135.892416448825	4293.3714234515
334351.30203182	6244907.96293256	138.588154761246	5334.44941227707
344351.30203182	6244907.96293256	139.139890631906	5827.89351576866
354351.30203182	6244907.96293256	140.611726509806	5928.96513374414
364351.30203182	6244907.96293256	142.835826612483	5728.48158875049
374351.30203182	6244907.96293256	146.581145198574	5340.06821788279
384351.30203182	6244907.96293256	152.952821538898	5038.43297726684
394351.30203182	6244907.96293256	166.93761384369	5080.66990680416
404351.30203182	6244907.96293256	184.817019442043	5285.82393298716
414351.30203182	6244907.96293256	202.007891160604	5387.2434933548
424351.30203182	6244907.96293256	213.455289910536	5315.44433577012
434351.30203182	6244907.96293256	223.079249738787	4996.80839106721
444351.30203182	6244907.96293256	232.601636019396	4359.17033283333
454351.30203182	6244907.96293256	244.855508974758	3741.0374892739
464351.30203182	6244907.96293256	268.674971481701	3851.76200409954
474351.30203182	6244907.96293256	301.206285546936	4096.5348091403
484351.30203182	6244907.96293256	337.587819916197	3666.87264577627
494351.30203182	6244907.96293256	364.773638584462	2829.40415492742
504351.30203182	6244907.96293256	356.362174885349	2978.94085348272
514351.30203182	6244907.96293256	333.287784389196	3445.35539536011
524351.30203182	6244907.96293256	320.060096609007	4043.26489752822
534351.30203182	6244907.96293256	316.49357846565	4682.45427020804
304351.30203182	6254907.96293256	119.031543871595	3077.45777620675
314351.30203182	6254907.96293256	130.464802187346	2245.06705477109
324351.30203182	6254907.96293256	128.18500763859	3963.11122710961
334351.30203182	6254907.96293256	128.130055856638	5050.9176910964
344351.30203182	6254907.96293256	135.601936659998	5618.7619375771
354351.30203182	6254907.96293256	139.013892634204	5867.25071326946
364351.30203182	6254907.96293256	146.563968717413	5906.4872421211
374351.30203182	6254907.96293256	156.422375602014	5804.98912381386
384351.30203182	6254907.96293256	169.301637530819	5649.89003158527
394351.30203182	6254907.96293256	183.304051632107	5491.53742788006
404351.30203182	6254907.96293256	201.433277509954	5278.7319244482
414351.30203182	6254907.96293256	215.839665390645	5013.07628280919
424351.30203182	6254907.96293256	228.1019837684	4812.61760462072
434351.30203182	6254907.96293256	234.076206242181	4539.69318062935
444351.30203182	6254907.96293256	235.831488747192	3670.01916696626
454351.30203182	6254907.96293256	237.787307437667	2007.14633941943
464351.30203182	6254907.96293256	264.613023733732	3046.99373665644
474351.30203182	6254907.96293256	301.373808828443	3885.04803545821
484351.30203182	6254907.96293256	342.075092792591	3358.96735227216
494351.30203182	6254907.96293256	389.00350800966	1231.17253779628
504351.30203182	6254907.96293256	354.91931839569	2445.73011914295
514351.30203182	6254907.96293256	316.825351028592	2104.96939118987
524351.30203182	6254907.96293256	300.804925503782	2985.06369732011
534351.30203182	6254907.96293256	296.835790796827	3609.89335205454
544351.30203182	6254907.96293256	301.156211458135	4312.20644891415
304351.30203182	6264907.96293256	104.993252531847	3939.26008953746
314351.30203182	6264907.96293256	112.86321844215	3520.42403913914
324351.30203182	6264907.96293256	115.447347991329	4121.27115115172
334351.30203182	6264907.96293256	117.549725084357	4811.29975282475
344351.30203182	6264907.96293256	127.162548855568	5272.68542995137
354351.30203182	6264907.96293256	137.701309583962	5611.48872144571
364351.30203182	6264907.96293256	151.536665404458	5853.98925208767
374351.30203182	6264907.96293256	163.260148260409	5947.09224784619
384351.30203182	6264907.96293256	180.582521692954	5850.9525671317
394351.30203182	6264907.96293256	199.861772639771	5530.78970915936
404351.30203182	6264907.96293256	216.712512487143	4915.43364942534
414351.30203182	6264907.96293256	236.802852771169	4072.24003179247
424351.30203182	6264907.96293256	248.786004068405	3775.48610301577
434351.30203182	6264907.96293256	249.839968306009	4036.16140603822
444351.30203182	6264907.96293256	246.469720969238	3631.80499926929
454351.30203182	6264907.96293256	246.409900657058	2582.37879822271
464351.30203182	6264907.96293256	265.684549301508	3259.02306379222
474351.30203182	6264907.96293256	293.751275923898	3999.26164896399
484351.30203182	6264907.96293256	321.988483606419	3808.62114496981
494351.30203182	6264907.96293256	339.402029779694	3185.75077724618
504351.30203182	6264907.96293256	325.81855518554	2986.26524005882
514351.30203182	6264907.96293256	298.529646062994	2216.43663632407
524351.30203182	6264907.96293256	286.119189284089	2510.06909996839
534351.30203182	6264907.96293256	280.571475561935	1636.4432318083
544351.30203182	6264907.96293256	293.206690807086	3147.28302963546
554351.30203182	6264907.96293256	302.73843963777	3817.14657640664
304351.30203182	6274907.96293256	92.1367286122753	3822.24602340148
314351.30203182	6274907.96293256	97.2163837117686	3070.59450007368
324351.30203182	6274907.96293256	101.052921765577	3722.70186675748
334351.30203182	6274907.96293256	104.479321935186	4253.63230297777
344351.30203182	6274907.96293256	111.580342658097	4528.94931188445
354351.30203182	6274907.96293256	126.36104986624	5033.14548434904
364351.30203182	6274907.96293256	151.428716748358	5587.31113568083
374351.30203182	6274907.96293256	172.718170054252	5891.28941090465
384351.30203182	6274907.96293256	194.063650486258	5865.56253910682
394351.30203182	6274907.96293256	206.835898102632	5468.31035627903
404351.30203182	6274907.96293256	232.017264981661	4522.18590052999
414351.30203182	6274907.96293256	257.737696479497	2747.81280363673
424351.30203182	6274907.96293256	271.147297673382	2063.64580007028
434351.30203182	6274907.96293256	264.775525095892	3677.78528934728
444351.30203182	6274907.96293256	259.657257458685	4037.43093322566
454351.30203182	6274907.96293256	260.126437790489	3827.58535568072
464351.30203182	6274907.96293256	269.047068055328	3880.27768935171
474351.30203182	6274907.96293256	283.233175775809	4137.64607840836
484351.30203182	6274907.96293256	295.795488221823	4086.78395452139
494351.30203182	6274907.96293256	300.516368267066	3738.05937030717
504351.30203182	6274907.96293256	295.014629108665	3551.33841780843
514351.30203182	6274907.96293256	285.903569851689	3482.7845103057
524351.30203182	6274907.96293256	280.183637465651	3199.88201104177
534351.30203182	6274907.96293256	280.058051304678	2525.46729629721
544351.30203182	6274907.96293256	291.441927437987	2979.45216674037
554351.30203182	6274907.96293256	306.443375012832	2670.7278826809
304351.30203182	6284907.96293256	83.4376595324847	3409.91093389435
314351.30203182	6284907.96293256	84.2375201865218	1099.52074253166
324351.30203182	6284907.96293256	89.0677664433597	3160.12296955166
334351.30203182	6284907.96293256	90.478831266968	3360.07201685232
344351.30203182	6284907.96293256	95.728793871164	3018.10734302679
354351.30203182	6284907.96293256	116.578730286272	4134.26172411646
364351.30203182	6284907.96293256	143.079763473964	5230.41912165031
374351.30203182	6284907.96293256	167.635097634957	5779.98603008559
384351.30203182	6284907.96293256	198.072494420014	5863.033035891
394351.30203182	6284907.96293256	216.414913499776	5488.5052559235
404351.30203182	6284907.96293256	242.934255450152	4612.14980763362
414351.30203182	6284907.96293256	264.645803657813	3320.63770904079
424351.30203182	6284907.96293256	277.761205202974	2948.0491201237
434351.30203182	6284907.96293256	275.062018826115	3858.87115028195
444351.30203182	6284907.96293256	270.521430008631	4202.56800987081
454351.30203182	6284907.96293256	268.845819299013	3854.15874722036
464351.30203182	6284907.96293256	271.213141956202	3413.81180500705
474351.30203182	6284907.96293256	274.842335862156	3710.6812587439
484351.30203182	6284907.96293256	275.732437821227	3781.36471146131
494351.30203182	6284907.96293256	270.926166483767	3006.82969286135
504351.30203182	6284907.96293256	269.284272281166	2931.31364622099
514351.30203182	6284907.96293256	273.628627662293	3698.09971339563
524351.30203182	6284907.96293256	277.716810656927	3712.19313465155
534351.30203182	6284907.96293256	284.134882191134	3115.19830590634
544351.30203182	6284907.96293256	294.553095372008	2878.53908283055
554351.30203182	6284907.96293256	306.975561454402	2856.06848686625
564351.30203182	6284907.96293256	316.518610955888	2788.40474626825
304351.30203182	6294907.96293256	81.0486233687447	4466.76597345427
314351.30203182	6294907.96293256	83.1871959910709	3564.26617615191
324351.30203182	6294907.96293256	85.1195131880093	3703.41435314097
334351.30203182	6294907.96293256	84.2342090027629	3068.76509553091
344351.30203182	6294907.96293256	84.3582871565746	1482.56020116777
354351.30203182	6294907.96293256	113.723998589346	3738.79420082702
364351.30203182	6294907.96293256	141.441147248864	5130.93214870609
374351.30203182	6294907.96293256	169.154191248408	5784.35560287614
384351.30203182	6294907.96293256	188.129380914861	5903.1718694337
394351.30203182	6294907.96293256	223.094620905631	5580.38612976995
404351.30203182	6294907.96293256	247.385247535116	4853.400429902
414351.30203182	6294907.96293256	270.350411040007	3994.88019788308
424351.30203182	6294907.96293256	282.295077361543	3658.27172854178
434351.30203182	6294907.96293256	281.504102458754	4016.86952234647
444351.30203182	6294907.96293256	277.146424298888	4166.82243960029
454351.30203182	6294907.96293256	273.602893584975	3392.29896816898
464351.30203182	6294907.96293256	272.181187146575	1399.80863029967
474351.30203182	6294907.96293256	269.443431504482	3003.42205382889
484351.30203182	6294907.96293256	264.334234179768	3539.92863980119
494351.30203182	6294907.96293256	254.574036062929	2389.76474278245
504351.30203182	6294907.96293256	254.304646482582	2330.3888217704
514351.30203182	6294907.96293256	266.667782528296	3745.65080866662
524351.30203182	6294907.96293256	275.897823510113	3829.87715196025
534351.30203182	6294907.96293256	285.568482577896	2588.28867799518
544351.30203182	6294907.96293256	295.754530125709	1754.79460352841
554351.30203182	6294907.96293256	304.658832742213	3349.16195299602
564351.30203182	6294907.96293256	312.167396540046	3874.89518099797
574351.30203182	6294907.96293256	316.637072175559	4363.56985252973
304351.30203182	6304907.96293256	80.2139022947729	5679.97825242182
314351.30203182	6304907.96293256	84.35836456972	5115.92001825994
324351.30203182	6304907.96293256	89.232757537407	4813.95948013943
334351.30203182	6304907.96293256	92.6867961290785	4291.59732145396
344351.30203182	6304907.96293256	101.672777270127	3946.78272560652
354351.30203182	6304907.96293256	121.707662777292	4636.35967064523
364351.30203182	6304907.96293256	139.792026121463	5492.09162892897
374351.30203182	6304907.96293256	164.238432863736	5947.18037596974
384351.30203182	6304907.96293256	189.273785932502	5981.48466887803
394351.30203182	6304907.96293256	217.183056955141	5625.56321353038
404351.30203182	6304907.96293256	251.4128773994	4841.85450917731
414351.30203182	6304907.96293256	274.483481065926	3604.99720798067
424351.30203182	6304907.96293256	290.055587538236	2716.78024233525
434351.30203182	6304907.96293256	286.935874546512	3612.32322633522
444351.30203182	6304907.96293256	280.304960592697	4139.5472696406
454351.30203182	6304907.96293256	275.247328463525	3716.09576631167
464351.30203182	6304907.96293256	271.803555192178	2937.53488992442
474351.30203182	6304907.96293256	267.9999192628	3488.97582087697
484351.30203182	6304907.96293256	262.202353718028	3913.25701608232
494351.30203182	6304907.96293256	257.890706725397	3638.48867384789
504351.30203182	6304907.96293256	258.889225366659	3670.84275381336
514351.30203182	6304907.96293256	266.71128217338	4163.00400433496
524351.30203182	6304907.96293256	276.082526153815	4163.14819059426
534351.30203182	6304907.96293256	285.544327766953	3484.77248804392
544351.30203182	6304907.96293256	294.513522514091	3208.27816321861
554351.30203182	6304907.96293256	302.320580671557	3837.76615844403
564351.30203182	6304907.96293256	308.958781976137	4047.45832588314
574351.30203182	6304907.96293256	314.133360276774	3797.12585375766
304351.30203182	6314907.96293256	81.4150506100662	6579.00004977654
314351.30203182	6314907.96293256	89.0000101517628	6144.94627677922
324351.30203182	6314907.96293256	94.9084951959245	5815.67667211858
334351.30203182	6314907.96293256	103.183963897649	5560.59160003374
344351.30203182	6314907.96293256	114.710773797397	5437.49443696758
354351.30203182	6314907.96293256	132.60386319999	5656.30825607269
364351.30203182	6314907.96293256	145.153741142399	6017.26218164797
374351.30203182	6314907.96293256	167.481574269194	6202.7684107218
384351.30203182	6314907.96293256	190.752200874238	6110.20447665504
394351.30203182	6314907.96293256	217.290098220143	5693.85597517134
404351.30203182	6314907.96293256	242.082949392396	4822.35691516291
414351.30203182	6314907.96293256	273.938751974565	3325.67672401739
424351.30203182	6314907.96293256	293.233053043776	1648.16073184165
434351.30203182	6314907.96293256	285.728584920953	3383.19138639721
444351.30203182	6314907.96293256	279.298979264931	4190.16345151432
454351.30203182	6314907.96293256	274.749798294123	4166.02764719637
464351.30203182	6314907.96293256	271.427751049109	3963.54817105746
474351.30203182	6314907.96293256	269.111747620616	4099.04389608218
484351.30203182	6314907.96293256	266.091449940779	4211.33762008206
494351.30203182	6314907.96293256	262.941934069371	4043.86934253995
504351.30203182	6314907.96293256	264.251900031807	4048.9759235758
514351.30203182	6314907.96293256	269.845314282151	4353.92501363589
524351.30203182	6314907.96293256	277.528714392334	4427.68121511708
534351.30203182	6314907.96293256	285.605681806775	4117.50775151822
544351.30203182	6314907.96293256	293.364758520996	3901.76742618628
554351.30203182	6314907.96293256	300.405476964689	4036.989809296
564351.30203182	6314907.96293256	306.775253043458	3868.27188787516
574351.30203182	6314907.96293256	312.374979152091	2624.90750049486
584351.30203182	6314907.96293256	316.63352747106	2214.33877037847
304351.30203182	6324907.96293256	85.2683419037318	7181.81358566869
314351.30203182	6324907.96293256	92.7097212909799	6846.5394108105
324351.30203182	6324907.96293256	100.865171824683	6580.10562353354
334351.30203182	6324907.96293256	110.692772907347	6382.03792480522
344351.30203182	6324907.96293256	124.558509359739	6344.28092317659
354351.30203182	6324907.96293256	131.744041759602	6401.19521243472
364351.30203182	6324907.96293256	150.608063251881	6470.73066017143
374351.30203182	6324907.96293256	170.965038870677	6453.77871734135
384351.30203182	6324907.96293256	192.15357204536	6246.87548914607
394351.30203182	6324907.96293256	213.37532940012	5773.100755228
404351.30203182	6324907.96293256	236.513432157749	4988.49336273536
414351.30203182	6324907.96293256	254.955511582125	3946.08299476171
424351.30203182	6324907.96293256	268.003593110965	3339.46268427562
434351.30203182	6324907.96293256	273.911537615075	3763.56735246704
444351.30203182	6324907.96293256	274.656505103293	4167.71423319636
454351.30203182	6324907.96293256	273.199533215178	3953.4083851649
464351.30203182	6324907.96293256	271.057771651658	3629.06691114951
474351.30203182	6324907.96293256	271.602845532254	3900.29121694164
484351.30203182	6324907.96293256	270.404506081172	3982.22170737089
494351.30203182	6324907.96293256	268.182947626751	3366.56140611819
504351.30203182	6324907.96293256	268.752417368835	3196.28332679924
514351.30203182	6324907.96293256	273.228476970013	4029.31301895894
524351.30203182	6324907.96293256	279.649599045024	4325.90488737976
534351.30203182	6324907.96293256	286.245942768037	3842.20769740684
544351.30203182	6324907.96293256	292.713393731417	3204.03847182082
554351.30203182	6324907.96293256	299.212517794476	3620.08225523036
564351.30203182	6324907.96293256	305.264436860228	3896.05735919886
574351.30203182	6324907.96293256	310.544705805507	3264.72729443086
584351.30203182	6324907.96293256	314.771991470579	3233.99839310492
314351.30203182	6334907.96293256	99.5651425124518	7315.74199714086
324351.30203182	6334907.96293256	108.412759348915	7092.86017782549
334351.30203182	6334907.96293256	102.23638430993	6991.51383709689
344351.30203182	6334907.96293256	117.381102713487	6872.68697422991
354351.30203182	6334907.96293256	134.389194673372	6808.52169132333
364351.30203182	6334907.96293256	155.463196811267	6789.29441072934
374351.30203182	6334907.96293256	174.546383282921	6646.04710007509
384351.30203182	6334907.96293256	194.48806568677	6355.73897627612
394351.30203182	6334907.96293256	213.035208370708	5835.95622008398
404351.30203182	6334907.96293256	228.847396186722	5020.25991442326
414351.30203182	6334907.96293256	241.691417554832	3918.26267735143
424351.30203182	6334907.96293256	249.439981038841	3067.1687072288
434351.30203182	6334907.96293256	263.332154914045	3538.25617130114
444351.30203182	6334907.96293256	273.517264541827	3951.33520496907
454351.30203182	6334907.96293256	276.774577448341	3266.26284961013
464351.30203182	6334907.96293256	274.142529271491	1794.82816737507
474351.30203182	6334907.96293256	278.29539685592	3245.3477576848
484351.30203182	6334907.96293256	278.326864024573	3698.97529789895
494351.30203182	6334907.96293256	274.458126016921	2557.29255636932
504351.30203182	6334907.96293256	272.82015976982	1920.07807432223
514351.30203182	6334907.96293256	278.083610621553	3771.37967109587
524351.30203182	6334907.96293256	282.89711819395	4222.7946867956
534351.30203182	6334907.96293256	287.883472729952	3414.20620990128
544351.30203182	6334907.96293256	292.423992646701	1032.7339440495
