ID	X	Y	Zones_multispati	Zones_CPAclasico
2971	391851.30203182	6172407.96293256	IV	IV
2972	394351.30203182	6172407.96293256	IV	IV
2973	396851.30203182	6172407.96293256	IV	IV
2974	399351.30203182	6172407.96293256	IV	IV
2975	401851.30203182	6172407.96293256	IV	IV
2976	404351.30203182	6172407.96293256	IV	IV
2977	406851.30203182	6172407.96293256	IV	IV
2978	409351.30203182	6172407.96293256	IV	IV
2979	411851.30203182	6172407.96293256	IV	IV
2980	414351.30203182	6172407.96293256	IV	IV
2981	416851.30203182	6172407.96293256	IV	IV
2982	419351.30203182	6172407.96293256	IV	IV
2983	421851.30203182	6172407.96293256	IV	IV
2984	424351.30203182	6172407.96293256	IV	IV
2985	426851.30203182	6172407.96293256	IV	IV
2986	429351.30203182	6172407.96293256	IV	IV
2987	431851.30203182	6172407.96293256	IV	IV
2988	434351.30203182	6172407.96293256	IV	IV
2989	436851.30203182	6172407.96293256	IV	IV
2990	439351.30203182	6172407.96293256	IV	IV
2991	441851.30203182	6172407.96293256	IV	IV
2992	444351.30203182	6172407.96293256	IV	IV
2993	446851.30203182	6172407.96293256	IV	IV
2994	449351.30203182	6172407.96293256	IV	IV
2995	451851.30203182	6172407.96293256	IV	IV
2996	454351.30203182	6172407.96293256	IV	IV
2997	456851.30203182	6172407.96293256	IV	IV
2998	459351.30203182	6172407.96293256	IV	IV
2999	461851.30203182	6172407.96293256	IV	IV
3000	464351.30203182	6172407.96293256	IV	IV
3090	306851.30203182	6174907.96293256	IV	IV
3091	309351.30203182	6174907.96293256	IV	IV
3092	311851.30203182	6174907.96293256	IV	IV
3093	314351.30203182	6174907.96293256	IV	IV
3094	316851.30203182	6174907.96293256	IV	IV
3095	319351.30203182	6174907.96293256	IV	IV
3096	321851.30203182	6174907.96293256	IV	IV
3097	324351.30203182	6174907.96293256	IV	IV
3098	326851.30203182	6174907.96293256	IV	IV
3099	329351.30203182	6174907.96293256	IV	IV
3100	331851.30203182	6174907.96293256	IV	IV
3101	334351.30203182	6174907.96293256	IV	IV
3102	336851.30203182	6174907.96293256	IV	IV
3103	339351.30203182	6174907.96293256	IV	IV
3104	341851.30203182	6174907.96293256	IV	IV
3105	344351.30203182	6174907.96293256	IV	IV
3106	346851.30203182	6174907.96293256	IV	IV
3107	349351.30203182	6174907.96293256	IV	IV
3108	351851.30203182	6174907.96293256	IV	IV
3109	354351.30203182	6174907.96293256	IV	IV
3110	356851.30203182	6174907.96293256	IV	IV
3111	359351.30203182	6174907.96293256	IV	IV
3112	361851.30203182	6174907.96293256	IV	IV
3113	364351.30203182	6174907.96293256	IV	IV
3114	366851.30203182	6174907.96293256	IV	IV
3115	369351.30203182	6174907.96293256	IV	IV
3116	371851.30203182	6174907.96293256	IV	IV
3117	374351.30203182	6174907.96293256	IV	IV
3118	376851.30203182	6174907.96293256	IV	IV
3119	379351.30203182	6174907.96293256	IV	IV
3120	381851.30203182	6174907.96293256	IV	IV
3121	384351.30203182	6174907.96293256	IV	IV
3122	386851.30203182	6174907.96293256	IV	IV
3123	389351.30203182	6174907.96293256	IV	IV
3124	391851.30203182	6174907.96293256	IV	IV
3125	394351.30203182	6174907.96293256	IV	IV
3126	396851.30203182	6174907.96293256	IV	IV
3127	399351.30203182	6174907.96293256	IV	IV
3128	401851.30203182	6174907.96293256	IV	IV
3129	404351.30203182	6174907.96293256	IV	IV
3130	406851.30203182	6174907.96293256	IV	IV
3131	409351.30203182	6174907.96293256	IV	IV
3132	411851.30203182	6174907.96293256	IV	IV
3133	414351.30203182	6174907.96293256	IV	IV
3134	416851.30203182	6174907.96293256	IV	IV
3135	419351.30203182	6174907.96293256	IV	IV
3136	421851.30203182	6174907.96293256	IV	IV
3137	424351.30203182	6174907.96293256	IV	IV
3138	426851.30203182	6174907.96293256	IV	IV
3139	429351.30203182	6174907.96293256	IV	IV
3140	431851.30203182	6174907.96293256	IV	IV
3141	434351.30203182	6174907.96293256	IV	IV
3142	436851.30203182	6174907.96293256	IV	IV
3143	439351.30203182	6174907.96293256	IV	IV
3144	441851.30203182	6174907.96293256	IV	IV
3145	444351.30203182	6174907.96293256	IV	IV
3146	446851.30203182	6174907.96293256	IV	IV
3147	449351.30203182	6174907.96293256	IV	IV
3148	451851.30203182	6174907.96293256	IV	IV
3149	454351.30203182	6174907.96293256	IV	IV
3150	456851.30203182	6174907.96293256	IV	IV
3151	459351.30203182	6174907.96293256	IV	IV
3152	461851.30203182	6174907.96293256	IV	IV
3153	464351.30203182	6174907.96293256	IV	IV
3243	306851.30203182	6177407.96293256	IV	IV
3244	309351.30203182	6177407.96293256	IV	IV
3245	311851.30203182	6177407.96293256	IV	IV
3246	314351.30203182	6177407.96293256	IV	IV
3247	316851.30203182	6177407.96293256	IV	IV
3248	319351.30203182	6177407.96293256	IV	IV
3249	321851.30203182	6177407.96293256	IV	IV
3250	324351.30203182	6177407.96293256	IV	IV
3251	326851.30203182	6177407.96293256	IV	IV
3252	329351.30203182	6177407.96293256	IV	IV
3253	331851.30203182	6177407.96293256	IV	IV
3254	334351.30203182	6177407.96293256	IV	IV
3255	336851.30203182	6177407.96293256	IV	IV
3256	339351.30203182	6177407.96293256	IV	IV
3257	341851.30203182	6177407.96293256	IV	IV
3258	344351.30203182	6177407.96293256	IV	IV
3259	346851.30203182	6177407.96293256	IV	IV
3260	349351.30203182	6177407.96293256	IV	IV
3261	351851.30203182	6177407.96293256	IV	IV
3262	354351.30203182	6177407.96293256	IV	IV
3263	356851.30203182	6177407.96293256	IV	IV
3264	359351.30203182	6177407.96293256	IV	IV
3265	361851.30203182	6177407.96293256	IV	IV
3266	364351.30203182	6177407.96293256	IV	IV
3267	366851.30203182	6177407.96293256	IV	IV
3268	369351.30203182	6177407.96293256	IV	IV
3269	371851.30203182	6177407.96293256	IV	IV
3270	374351.30203182	6177407.96293256	IV	IV
3271	376851.30203182	6177407.96293256	IV	IV
3272	379351.30203182	6177407.96293256	IV	IV
3273	381851.30203182	6177407.96293256	IV	IV
3274	384351.30203182	6177407.96293256	IV	IV
3275	386851.30203182	6177407.96293256	IV	IV
3276	389351.30203182	6177407.96293256	IV	IV
3277	391851.30203182	6177407.96293256	IV	IV
3278	394351.30203182	6177407.96293256	IV	IV
3279	396851.30203182	6177407.96293256	IV	IV
3280	399351.30203182	6177407.96293256	IV	IV
3281	401851.30203182	6177407.96293256	IV	IV
3282	404351.30203182	6177407.96293256	IV	IV
3283	406851.30203182	6177407.96293256	IV	IV
3284	409351.30203182	6177407.96293256	IV	IV
3285	411851.30203182	6177407.96293256	IV	IV
3286	414351.30203182	6177407.96293256	IV	IV
3287	416851.30203182	6177407.96293256	IV	IV
3288	419351.30203182	6177407.96293256	IV	IV
3289	421851.30203182	6177407.96293256	IV	IV
3290	424351.30203182	6177407.96293256	IV	IV
3291	426851.30203182	6177407.96293256	IV	IV
3292	429351.30203182	6177407.96293256	IV	IV
3293	431851.30203182	6177407.96293256	IV	IV
3294	434351.30203182	6177407.96293256	IV	IV
3295	436851.30203182	6177407.96293256	IV	IV
3296	439351.30203182	6177407.96293256	IV	IV
3297	441851.30203182	6177407.96293256	IV	IV
3298	444351.30203182	6177407.96293256	IV	IV
3299	446851.30203182	6177407.96293256	IV	IV
3300	449351.30203182	6177407.96293256	IV	IV
3301	451851.30203182	6177407.96293256	IV	IV
3302	454351.30203182	6177407.96293256	IV	IV
3303	456851.30203182	6177407.96293256	IV	IV
3304	459351.30203182	6177407.96293256	IV	IV
3305	461851.30203182	6177407.96293256	IV	IV
3306	464351.30203182	6177407.96293256	IV	IV
3396	306851.30203182	6179907.96293256	IV	IV
3397	309351.30203182	6179907.96293256	IV	IV
3398	311851.30203182	6179907.96293256	IV	IV
3399	314351.30203182	6179907.96293256	IV	IV
3400	316851.30203182	6179907.96293256	IV	IV
3401	319351.30203182	6179907.96293256	IV	IV
3402	321851.30203182	6179907.96293256	IV	IV
3403	324351.30203182	6179907.96293256	IV	IV
3404	326851.30203182	6179907.96293256	IV	IV
3405	329351.30203182	6179907.96293256	IV	IV
3406	331851.30203182	6179907.96293256	IV	IV
3407	334351.30203182	6179907.96293256	IV	IV
3408	336851.30203182	6179907.96293256	IV	IV
3409	339351.30203182	6179907.96293256	IV	IV
3410	341851.30203182	6179907.96293256	IV	IV
3411	344351.30203182	6179907.96293256	IV	IV
3412	346851.30203182	6179907.96293256	IV	IV
3413	349351.30203182	6179907.96293256	IV	IV
3414	351851.30203182	6179907.96293256	IV	IV
3415	354351.30203182	6179907.96293256	IV	IV
3416	356851.30203182	6179907.96293256	IV	IV
3417	359351.30203182	6179907.96293256	IV	IV
3418	361851.30203182	6179907.96293256	IV	IV
3419	364351.30203182	6179907.96293256	IV	IV
3420	366851.30203182	6179907.96293256	IV	IV
3421	369351.30203182	6179907.96293256	IV	IV
3422	371851.30203182	6179907.96293256	IV	IV
3423	374351.30203182	6179907.96293256	IV	IV
3424	376851.30203182	6179907.96293256	IV	IV
3425	379351.30203182	6179907.96293256	IV	IV
3426	381851.30203182	6179907.96293256	IV	IV
3427	384351.30203182	6179907.96293256	IV	IV
3428	386851.30203182	6179907.96293256	IV	IV
3429	389351.30203182	6179907.96293256	IV	IV
3430	391851.30203182	6179907.96293256	IV	IV
3431	394351.30203182	6179907.96293256	IV	IV
3432	396851.30203182	6179907.96293256	IV	IV
3433	399351.30203182	6179907.96293256	IV	IV
3434	401851.30203182	6179907.96293256	IV	IV
3435	404351.30203182	6179907.96293256	IV	IV
3436	406851.30203182	6179907.96293256	IV	IV
3437	409351.30203182	6179907.96293256	IV	IV
3438	411851.30203182	6179907.96293256	IV	IV
3439	414351.30203182	6179907.96293256	IV	IV
3440	416851.30203182	6179907.96293256	IV	IV
3441	419351.30203182	6179907.96293256	IV	IV
3442	421851.30203182	6179907.96293256	IV	IV
3443	424351.30203182	6179907.96293256	IV	IV
3444	426851.30203182	6179907.96293256	IV	IV
3445	429351.30203182	6179907.96293256	IV	IV
3446	431851.30203182	6179907.96293256	IV	IV
3447	434351.30203182	6179907.96293256	IV	IV
3448	436851.30203182	6179907.96293256	IV	IV
3449	439351.30203182	6179907.96293256	IV	IV
3450	441851.30203182	6179907.96293256	IV	IV
3451	444351.30203182	6179907.96293256	IV	IV
3452	446851.30203182	6179907.96293256	IV	IV
3453	449351.30203182	6179907.96293256	IV	IV
3454	451851.30203182	6179907.96293256	IV	IV
3455	454351.30203182	6179907.96293256	IV	IV
3456	456851.30203182	6179907.96293256	IV	IV
3457	459351.30203182	6179907.96293256	IV	IV
3458	461851.30203182	6179907.96293256	IV	IV
3459	464351.30203182	6179907.96293256	IV	IV
3549	306851.30203182	6182407.96293256	IV	IV
3550	309351.30203182	6182407.96293256	IV	IV
3551	311851.30203182	6182407.96293256	IV	IV
3552	314351.30203182	6182407.96293256	IV	IV
3553	316851.30203182	6182407.96293256	IV	IV
3554	319351.30203182	6182407.96293256	IV	IV
3555	321851.30203182	6182407.96293256	IV	IV
3556	324351.30203182	6182407.96293256	IV	IV
3557	326851.30203182	6182407.96293256	IV	IV
3558	329351.30203182	6182407.96293256	IV	IV
3559	331851.30203182	6182407.96293256	IV	IV
3560	334351.30203182	6182407.96293256	IV	IV
3561	336851.30203182	6182407.96293256	IV	IV
3562	339351.30203182	6182407.96293256	IV	IV
3563	341851.30203182	6182407.96293256	IV	IV
3564	344351.30203182	6182407.96293256	IV	IV
3565	346851.30203182	6182407.96293256	IV	IV
3566	349351.30203182	6182407.96293256	IV	IV
3567	351851.30203182	6182407.96293256	IV	IV
3568	354351.30203182	6182407.96293256	IV	IV
3569	356851.30203182	6182407.96293256	IV	IV
3570	359351.30203182	6182407.96293256	IV	IV
3571	361851.30203182	6182407.96293256	IV	IV
3572	364351.30203182	6182407.96293256	IV	IV
3573	366851.30203182	6182407.96293256	IV	IV
3574	369351.30203182	6182407.96293256	IV	IV
3575	371851.30203182	6182407.96293256	IV	IV
3576	374351.30203182	6182407.96293256	IV	IV
3577	376851.30203182	6182407.96293256	IV	IV
3578	379351.30203182	6182407.96293256	IV	IV
3579	381851.30203182	6182407.96293256	IV	IV
3580	384351.30203182	6182407.96293256	IV	IV
3581	386851.30203182	6182407.96293256	IV	IV
3582	389351.30203182	6182407.96293256	IV	IV
3583	391851.30203182	6182407.96293256	IV	IV
3584	394351.30203182	6182407.96293256	IV	IV
3585	396851.30203182	6182407.96293256	IV	IV
3586	399351.30203182	6182407.96293256	IV	IV
3587	401851.30203182	6182407.96293256	IV	IV
3588	404351.30203182	6182407.96293256	IV	IV
3589	406851.30203182	6182407.96293256	IV	IV
3590	409351.30203182	6182407.96293256	IV	IV
3591	411851.30203182	6182407.96293256	IV	IV
3592	414351.30203182	6182407.96293256	IV	IV
3593	416851.30203182	6182407.96293256	IV	IV
3594	419351.30203182	6182407.96293256	IV	IV
3595	421851.30203182	6182407.96293256	IV	IV
3596	424351.30203182	6182407.96293256	IV	IV
3597	426851.30203182	6182407.96293256	IV	IV
3598	429351.30203182	6182407.96293256	IV	IV
3599	431851.30203182	6182407.96293256	IV	IV
3600	434351.30203182	6182407.96293256	IV	IV
3601	436851.30203182	6182407.96293256	IV	IV
3602	439351.30203182	6182407.96293256	IV	IV
3603	441851.30203182	6182407.96293256	IV	IV
3604	444351.30203182	6182407.96293256	IV	IV
3605	446851.30203182	6182407.96293256	IV	IV
3606	449351.30203182	6182407.96293256	IV	IV
3607	451851.30203182	6182407.96293256	IV	IV
3608	454351.30203182	6182407.96293256	IV	IV
3609	456851.30203182	6182407.96293256	IV	IV
3610	459351.30203182	6182407.96293256	IV	IV
3611	461851.30203182	6182407.96293256	IV	IV
3612	464351.30203182	6182407.96293256	IV	IV
3702	306851.30203182	6184907.96293256	IV	IV
3703	309351.30203182	6184907.96293256	IV	IV
3704	311851.30203182	6184907.96293256	IV	IV
3705	314351.30203182	6184907.96293256	IV	IV
3706	316851.30203182	6184907.96293256	IV	IV
3707	319351.30203182	6184907.96293256	IV	IV
3708	321851.30203182	6184907.96293256	IV	IV
3709	324351.30203182	6184907.96293256	IV	IV
3710	326851.30203182	6184907.96293256	IV	IV
3711	329351.30203182	6184907.96293256	IV	IV
3712	331851.30203182	6184907.96293256	IV	IV
3713	334351.30203182	6184907.96293256	IV	IV
3714	336851.30203182	6184907.96293256	IV	IV
3715	339351.30203182	6184907.96293256	IV	IV
3716	341851.30203182	6184907.96293256	IV	IV
3717	344351.30203182	6184907.96293256	IV	IV
3718	346851.30203182	6184907.96293256	IV	IV
3719	349351.30203182	6184907.96293256	IV	IV
3720	351851.30203182	6184907.96293256	IV	IV
3721	354351.30203182	6184907.96293256	IV	IV
3722	356851.30203182	6184907.96293256	IV	IV
3723	359351.30203182	6184907.96293256	IV	IV
3724	361851.30203182	6184907.96293256	IV	IV
3725	364351.30203182	6184907.96293256	IV	IV
3726	366851.30203182	6184907.96293256	IV	IV
3727	369351.30203182	6184907.96293256	IV	IV
3728	371851.30203182	6184907.96293256	IV	IV
3729	374351.30203182	6184907.96293256	IV	IV
3730	376851.30203182	6184907.96293256	IV	IV
3731	379351.30203182	6184907.96293256	IV	IV
3732	381851.30203182	6184907.96293256	IV	IV
3733	384351.30203182	6184907.96293256	IV	IV
3734	386851.30203182	6184907.96293256	IV	IV
3735	389351.30203182	6184907.96293256	IV	IV
3736	391851.30203182	6184907.96293256	IV	IV
3737	394351.30203182	6184907.96293256	IV	IV
3738	396851.30203182	6184907.96293256	IV	IV
3739	399351.30203182	6184907.96293256	IV	IV
3740	401851.30203182	6184907.96293256	IV	IV
3741	404351.30203182	6184907.96293256	IV	IV
3742	406851.30203182	6184907.96293256	IV	IV
3743	409351.30203182	6184907.96293256	IV	IV
3744	411851.30203182	6184907.96293256	IV	IV
3745	414351.30203182	6184907.96293256	IV	IV
3746	416851.30203182	6184907.96293256	IV	IV
3747	419351.30203182	6184907.96293256	IV	IV
3748	421851.30203182	6184907.96293256	IV	IV
3749	424351.30203182	6184907.96293256	IV	IV
3750	426851.30203182	6184907.96293256	IV	IV
3751	429351.30203182	6184907.96293256	IV	IV
3752	431851.30203182	6184907.96293256	IV	IV
3753	434351.30203182	6184907.96293256	IV	IV
3754	436851.30203182	6184907.96293256	IV	IV
3755	439351.30203182	6184907.96293256	IV	IV
3756	441851.30203182	6184907.96293256	IV	IV
3757	444351.30203182	6184907.96293256	IV	IV
3758	446851.30203182	6184907.96293256	IV	IV
3759	449351.30203182	6184907.96293256	IV	IV
3760	451851.30203182	6184907.96293256	IV	IV
3761	454351.30203182	6184907.96293256	IV	IV
3762	456851.30203182	6184907.96293256	IV	IV
3763	459351.30203182	6184907.96293256	IV	IV
3764	461851.30203182	6184907.96293256	IV	IV
3765	464351.30203182	6184907.96293256	IV	IV
3855	306851.30203182	6187407.96293256	IV	IV
3856	309351.30203182	6187407.96293256	IV	IV
3857	311851.30203182	6187407.96293256	IV	IV
3858	314351.30203182	6187407.96293256	IV	IV
3859	316851.30203182	6187407.96293256	IV	IV
3860	319351.30203182	6187407.96293256	IV	IV
3861	321851.30203182	6187407.96293256	IV	IV
3862	324351.30203182	6187407.96293256	IV	IV
3863	326851.30203182	6187407.96293256	IV	IV
3864	329351.30203182	6187407.96293256	IV	IV
3865	331851.30203182	6187407.96293256	IV	IV
3866	334351.30203182	6187407.96293256	IV	IV
3867	336851.30203182	6187407.96293256	IV	IV
3868	339351.30203182	6187407.96293256	IV	IV
3869	341851.30203182	6187407.96293256	IV	IV
3870	344351.30203182	6187407.96293256	IV	IV
3871	346851.30203182	6187407.96293256	IV	IV
3872	349351.30203182	6187407.96293256	IV	IV
3873	351851.30203182	6187407.96293256	IV	IV
3874	354351.30203182	6187407.96293256	IV	IV
3875	356851.30203182	6187407.96293256	IV	IV
3876	359351.30203182	6187407.96293256	IV	IV
3877	361851.30203182	6187407.96293256	IV	IV
3878	364351.30203182	6187407.96293256	IV	IV
3879	366851.30203182	6187407.96293256	IV	IV
3880	369351.30203182	6187407.96293256	IV	IV
3881	371851.30203182	6187407.96293256	IV	IV
3882	374351.30203182	6187407.96293256	IV	IV
3883	376851.30203182	6187407.96293256	IV	IV
3884	379351.30203182	6187407.96293256	IV	IV
3885	381851.30203182	6187407.96293256	IV	IV
3886	384351.30203182	6187407.96293256	IV	IV
3887	386851.30203182	6187407.96293256	IV	IV
3888	389351.30203182	6187407.96293256	IV	IV
3889	391851.30203182	6187407.96293256	IV	IV
3890	394351.30203182	6187407.96293256	IV	IV
3891	396851.30203182	6187407.96293256	IV	IV
3892	399351.30203182	6187407.96293256	IV	IV
3893	401851.30203182	6187407.96293256	IV	IV
3894	404351.30203182	6187407.96293256	IV	IV
3895	406851.30203182	6187407.96293256	IV	IV
3896	409351.30203182	6187407.96293256	IV	IV
3897	411851.30203182	6187407.96293256	IV	IV
3898	414351.30203182	6187407.96293256	IV	IV
3899	416851.30203182	6187407.96293256	IV	IV
3900	419351.30203182	6187407.96293256	IV	IV
3901	421851.30203182	6187407.96293256	IV	IV
3902	424351.30203182	6187407.96293256	IV	IV
3903	426851.30203182	6187407.96293256	IV	IV
3904	429351.30203182	6187407.96293256	IV	IV
3905	431851.30203182	6187407.96293256	IV	IV
3906	434351.30203182	6187407.96293256	IV	IV
3907	436851.30203182	6187407.96293256	IV	IV
3908	439351.30203182	6187407.96293256	IV	IV
3909	441851.30203182	6187407.96293256	IV	IV
3910	444351.30203182	6187407.96293256	IV	IV
3911	446851.30203182	6187407.96293256	IV	IV
3912	449351.30203182	6187407.96293256	IV	IV
3913	451851.30203182	6187407.96293256	IV	IV
3914	454351.30203182	6187407.96293256	IV	IV
3915	456851.30203182	6187407.96293256	IV	IV
3916	459351.30203182	6187407.96293256	IV	IV
3917	461851.30203182	6187407.96293256	IV	IV
3918	464351.30203182	6187407.96293256	IV	IV
4008	306851.30203182	6189907.96293256	IV	IV
4009	309351.30203182	6189907.96293256	IV	IV
4010	311851.30203182	6189907.96293256	IV	IV
4011	314351.30203182	6189907.96293256	IV	IV
4012	316851.30203182	6189907.96293256	IV	IV
4013	319351.30203182	6189907.96293256	IV	IV
4014	321851.30203182	6189907.96293256	IV	IV
4015	324351.30203182	6189907.96293256	IV	IV
4016	326851.30203182	6189907.96293256	IV	IV
4017	329351.30203182	6189907.96293256	IV	IV
4018	331851.30203182	6189907.96293256	IV	IV
4019	334351.30203182	6189907.96293256	IV	IV
4020	336851.30203182	6189907.96293256	IV	IV
4021	339351.30203182	6189907.96293256	IV	IV
4022	341851.30203182	6189907.96293256	IV	IV
4023	344351.30203182	6189907.96293256	IV	IV
4024	346851.30203182	6189907.96293256	IV	IV
4025	349351.30203182	6189907.96293256	IV	IV
4026	351851.30203182	6189907.96293256	IV	IV
4027	354351.30203182	6189907.96293256	IV	IV
4028	356851.30203182	6189907.96293256	IV	IV
4029	359351.30203182	6189907.96293256	IV	IV
4030	361851.30203182	6189907.96293256	IV	IV
4031	364351.30203182	6189907.96293256	IV	IV
4032	366851.30203182	6189907.96293256	IV	IV
4033	369351.30203182	6189907.96293256	IV	IV
4034	371851.30203182	6189907.96293256	IV	IV
4035	374351.30203182	6189907.96293256	IV	IV
4036	376851.30203182	6189907.96293256	IV	IV
4037	379351.30203182	6189907.96293256	IV	IV
4038	381851.30203182	6189907.96293256	IV	IV
4039	384351.30203182	6189907.96293256	IV	IV
4040	386851.30203182	6189907.96293256	IV	IV
4041	389351.30203182	6189907.96293256	IV	IV
4042	391851.30203182	6189907.96293256	IV	IV
4043	394351.30203182	6189907.96293256	IV	IV
4044	396851.30203182	6189907.96293256	IV	IV
4045	399351.30203182	6189907.96293256	IV	IV
4046	401851.30203182	6189907.96293256	IV	IV
4047	404351.30203182	6189907.96293256	IV	IV
4048	406851.30203182	6189907.96293256	IV	IV
4049	409351.30203182	6189907.96293256	IV	IV
4050	411851.30203182	6189907.96293256	IV	IV
4051	414351.30203182	6189907.96293256	IV	IV
4052	416851.30203182	6189907.96293256	IV	IV
4053	419351.30203182	6189907.96293256	IV	IV
4054	421851.30203182	6189907.96293256	IV	IV
4055	424351.30203182	6189907.96293256	IV	IV
4056	426851.30203182	6189907.96293256	IV	IV
4057	429351.30203182	6189907.96293256	IV	IV
4058	431851.30203182	6189907.96293256	IV	IV
4059	434351.30203182	6189907.96293256	IV	IV
4060	436851.30203182	6189907.96293256	IV	IV
4061	439351.30203182	6189907.96293256	IV	IV
4062	441851.30203182	6189907.96293256	IV	IV
4063	444351.30203182	6189907.96293256	IV	IV
4064	446851.30203182	6189907.96293256	IV	IV
4065	449351.30203182	6189907.96293256	IV	IV
4066	451851.30203182	6189907.96293256	IV	IV
4067	454351.30203182	6189907.96293256	IV	IV
4068	456851.30203182	6189907.96293256	IV	IV
4069	459351.30203182	6189907.96293256	IV	IV
4070	461851.30203182	6189907.96293256	IV	IV
4071	464351.30203182	6189907.96293256	IV	IV
4161	306851.30203182	6192407.96293256	IV	IV
4162	309351.30203182	6192407.96293256	IV	IV
4163	311851.30203182	6192407.96293256	IV	IV
4164	314351.30203182	6192407.96293256	IV	IV
4165	316851.30203182	6192407.96293256	IV	IV
4166	319351.30203182	6192407.96293256	IV	IV
4167	321851.30203182	6192407.96293256	IV	IV
4168	324351.30203182	6192407.96293256	IV	IV
4169	326851.30203182	6192407.96293256	IV	IV
4170	329351.30203182	6192407.96293256	IV	IV
4171	331851.30203182	6192407.96293256	IV	IV
4172	334351.30203182	6192407.96293256	IV	IV
4173	336851.30203182	6192407.96293256	IV	IV
4174	339351.30203182	6192407.96293256	IV	IV
4175	341851.30203182	6192407.96293256	IV	IV
4176	344351.30203182	6192407.96293256	IV	IV
4177	346851.30203182	6192407.96293256	IV	IV
4178	349351.30203182	6192407.96293256	IV	IV
4179	351851.30203182	6192407.96293256	IV	IV
4180	354351.30203182	6192407.96293256	IV	IV
4181	356851.30203182	6192407.96293256	IV	IV
4182	359351.30203182	6192407.96293256	IV	IV
4183	361851.30203182	6192407.96293256	IV	IV
4184	364351.30203182	6192407.96293256	IV	IV
4185	366851.30203182	6192407.96293256	IV	IV
4186	369351.30203182	6192407.96293256	IV	IV
4187	371851.30203182	6192407.96293256	IV	IV
4188	374351.30203182	6192407.96293256	IV	IV
4189	376851.30203182	6192407.96293256	IV	IV
4190	379351.30203182	6192407.96293256	IV	IV
4191	381851.30203182	6192407.96293256	IV	IV
4192	384351.30203182	6192407.96293256	IV	IV
4193	386851.30203182	6192407.96293256	IV	IV
4194	389351.30203182	6192407.96293256	IV	IV
4195	391851.30203182	6192407.96293256	IV	IV
4196	394351.30203182	6192407.96293256	IV	IV
4197	396851.30203182	6192407.96293256	IV	IV
4198	399351.30203182	6192407.96293256	IV	IV
4199	401851.30203182	6192407.96293256	IV	IV
4200	404351.30203182	6192407.96293256	IV	IV
4201	406851.30203182	6192407.96293256	IV	IV
4202	409351.30203182	6192407.96293256	IV	IV
4203	411851.30203182	6192407.96293256	IV	IV
4204	414351.30203182	6192407.96293256	IV	IV
4205	416851.30203182	6192407.96293256	IV	IV
4206	419351.30203182	6192407.96293256	IV	IV
4207	421851.30203182	6192407.96293256	IV	IV
4208	424351.30203182	6192407.96293256	IV	IV
4209	426851.30203182	6192407.96293256	IV	IV
4210	429351.30203182	6192407.96293256	IV	IV
4211	431851.30203182	6192407.96293256	IV	IV
4212	434351.30203182	6192407.96293256	IV	IV
4213	436851.30203182	6192407.96293256	IV	IV
4214	439351.30203182	6192407.96293256	IV	IV
4215	441851.30203182	6192407.96293256	IV	IV
4216	444351.30203182	6192407.96293256	IV	IV
4217	446851.30203182	6192407.96293256	IV	IV
4218	449351.30203182	6192407.96293256	IV	IV
4219	451851.30203182	6192407.96293256	IV	IV
4220	454351.30203182	6192407.96293256	IV	IV
4221	456851.30203182	6192407.96293256	IV	IV
4222	459351.30203182	6192407.96293256	IV	IV
4223	461851.30203182	6192407.96293256	IV	IV
4224	464351.30203182	6192407.96293256	IV	IV
4314	306851.30203182	6194907.96293256	IV	IV
4315	309351.30203182	6194907.96293256	IV	IV
4316	311851.30203182	6194907.96293256	IV	IV
4317	314351.30203182	6194907.96293256	IV	IV
4318	316851.30203182	6194907.96293256	IV	IV
4319	319351.30203182	6194907.96293256	IV	IV
4320	321851.30203182	6194907.96293256	IV	IV
4321	324351.30203182	6194907.96293256	IV	IV
4322	326851.30203182	6194907.96293256	IV	IV
4323	329351.30203182	6194907.96293256	IV	IV
4324	331851.30203182	6194907.96293256	IV	IV
4325	334351.30203182	6194907.96293256	IV	IV
4326	336851.30203182	6194907.96293256	IV	IV
4327	339351.30203182	6194907.96293256	IV	IV
4328	341851.30203182	6194907.96293256	IV	IV
4329	344351.30203182	6194907.96293256	IV	IV
4330	346851.30203182	6194907.96293256	IV	IV
4331	349351.30203182	6194907.96293256	IV	IV
4332	351851.30203182	6194907.96293256	IV	IV
4333	354351.30203182	6194907.96293256	IV	IV
4334	356851.30203182	6194907.96293256	IV	IV
4335	359351.30203182	6194907.96293256	IV	IV
4336	361851.30203182	6194907.96293256	IV	IV
4337	364351.30203182	6194907.96293256	IV	IV
4338	366851.30203182	6194907.96293256	IV	IV
4339	369351.30203182	6194907.96293256	IV	IV
4340	371851.30203182	6194907.96293256	IV	IV
4341	374351.30203182	6194907.96293256	IV	IV
4342	376851.30203182	6194907.96293256	IV	IV
4343	379351.30203182	6194907.96293256	IV	IV
4344	381851.30203182	6194907.96293256	IV	IV
4345	384351.30203182	6194907.96293256	IV	IV
4346	386851.30203182	6194907.96293256	IV	IV
4347	389351.30203182	6194907.96293256	IV	IV
4348	391851.30203182	6194907.96293256	IV	IV
4349	394351.30203182	6194907.96293256	IV	IV
4350	396851.30203182	6194907.96293256	IV	IV
4351	399351.30203182	6194907.96293256	IV	IV
4352	401851.30203182	6194907.96293256	IV	IV
4353	404351.30203182	6194907.96293256	IV	IV
