ID	X	Y	Zones_multispati	Zones_CPAclasico
22873	421851.30203182	6497407.96293256	III	III
22874	424351.30203182	6497407.96293256	III	III
22875	426851.30203182	6497407.96293256	III	III
22876	429351.30203182	6497407.96293256	III	III
22877	431851.30203182	6497407.96293256	III	III
22878	434351.30203182	6497407.96293256	III	III
22879	436851.30203182	6497407.96293256	III	III
22880	439351.30203182	6497407.96293256	III	III
22881	441851.30203182	6497407.96293256	III	III
22882	444351.30203182	6497407.96293256	III	III
22883	446851.30203182	6497407.96293256	III	III
22884	449351.30203182	6497407.96293256	III	III
22885	451851.30203182	6497407.96293256	III	III
22886	454351.30203182	6497407.96293256	III	III
22887	456851.30203182	6497407.96293256	III	III
22888	459351.30203182	6497407.96293256	III	III
22889	461851.30203182	6497407.96293256	III	III
22890	464351.30203182	6497407.96293256	III	III
22891	466851.30203182	6497407.96293256	III	III
22892	469351.30203182	6497407.96293256	III	III
22893	471851.30203182	6497407.96293256	III	III
22894	474351.30203182	6497407.96293256	III	III
22895	476851.30203182	6497407.96293256	III	III
22896	479351.30203182	6497407.96293256	III	III
22897	481851.30203182	6497407.96293256	III	III
22898	484351.30203182	6497407.96293256	III	III
22899	486851.30203182	6497407.96293256	III	III
22900	489351.30203182	6497407.96293256	III	III
22901	491851.30203182	6497407.96293256	III	III
22902	494351.30203182	6497407.96293256	III	III
22903	496851.30203182	6497407.96293256	III	III
22904	499351.30203182	6497407.96293256	III	III
22905	501851.30203182	6497407.96293256	III	III
22906	504351.30203182	6497407.96293256	III	III
22907	506851.30203182	6497407.96293256	III	III
22908	509351.30203182	6497407.96293256	III	III
22909	511851.30203182	6497407.96293256	III	III
22910	514351.30203182	6497407.96293256	III	III
22911	516851.30203182	6497407.96293256	III	III
22912	519351.30203182	6497407.96293256	III	III
22913	521851.30203182	6497407.96293256	III	III
22914	524351.30203182	6497407.96293256	III	III
22915	526851.30203182	6497407.96293256	III	III
22916	529351.30203182	6497407.96293256	III	III
22917	531851.30203182	6497407.96293256	III	III
22918	534351.30203182	6497407.96293256	III	III
22919	536851.30203182	6497407.96293256	III	III
22920	539351.30203182	6497407.96293256	III	III
22921	541851.30203182	6497407.96293256	III	III
22922	544351.30203182	6497407.96293256	III	III
22923	546851.30203182	6497407.96293256	III	III
22924	549351.30203182	6497407.96293256	III	III
22925	551851.30203182	6497407.96293256	III	III
22926	554351.30203182	6497407.96293256	III	III
22927	556851.30203182	6497407.96293256	III	III
22928	559351.30203182	6497407.96293256	III	III
22929	561851.30203182	6497407.96293256	III	III
22930	564351.30203182	6497407.96293256	III	III
22931	566851.30203182	6497407.96293256	III	III
22932	569351.30203182	6497407.96293256	III	III
22933	571851.30203182	6497407.96293256	III	III
22934	574351.30203182	6497407.96293256	III	III
22935	576851.30203182	6497407.96293256	III	III
22952	236851.30203182	6499907.96293256	I	I
22953	239351.30203182	6499907.96293256	I	I
22954	241851.30203182	6499907.96293256	I	I
22955	244351.30203182	6499907.96293256	I	I
22956	246851.30203182	6499907.96293256	I	I
22957	249351.30203182	6499907.96293256	I	I
22958	251851.30203182	6499907.96293256	I	I
22959	254351.30203182	6499907.96293256	I	I
22960	256851.30203182	6499907.96293256	I	I
22961	259351.30203182	6499907.96293256	I	I
22962	261851.30203182	6499907.96293256	I	I
22963	264351.30203182	6499907.96293256	I	I
22964	266851.30203182	6499907.96293256	I	I
22965	269351.30203182	6499907.96293256	I	I
22966	271851.30203182	6499907.96293256	I	I
22967	274351.30203182	6499907.96293256	I	I
22968	276851.30203182	6499907.96293256	I	I
22969	279351.30203182	6499907.96293256	I	I
22970	281851.30203182	6499907.96293256	I	.
22971	284351.30203182	6499907.96293256	II	II
22972	286851.30203182	6499907.96293256	II	II
22973	289351.30203182	6499907.96293256	II	II
22974	291851.30203182	6499907.96293256	II	II
22975	294351.30203182	6499907.96293256	II	II
22976	296851.30203182	6499907.96293256	II	IV
22977	299351.30203182	6499907.96293256	II	II
22978	301851.30203182	6499907.96293256	II	II
22979	304351.30203182	6499907.96293256	II	II
22980	306851.30203182	6499907.96293256	II	II
22981	309351.30203182	6499907.96293256	II	.
22982	311851.30203182	6499907.96293256	II	II
22983	314351.30203182	6499907.96293256	II	.
22984	316851.30203182	6499907.96293256	II	.
22985	319351.30203182	6499907.96293256	II	II
22986	321851.30203182	6499907.96293256	II	II
22987	324351.30203182	6499907.96293256	II	II
22988	326851.30203182	6499907.96293256	II	II
22989	329351.30203182	6499907.96293256	II	II
22990	331851.30203182	6499907.96293256	II	II
22991	334351.30203182	6499907.96293256	II	II
22992	336851.30203182	6499907.96293256	II	II
22993	339351.30203182	6499907.96293256	II	.
22994	341851.30203182	6499907.96293256	II	II
22995	344351.30203182	6499907.96293256	II	II
22996	346851.30203182	6499907.96293256	II	II
22997	349351.30203182	6499907.96293256	II	II
22998	351851.30203182	6499907.96293256	II	II
22999	354351.30203182	6499907.96293256	II	II
23000	356851.30203182	6499907.96293256	II	.
23001	359351.30203182	6499907.96293256	II	II
23002	361851.30203182	6499907.96293256	II	III
23003	364351.30203182	6499907.96293256	II	III
23004	366851.30203182	6499907.96293256	II	III
23005	369351.30203182	6499907.96293256	II	III
23006	371851.30203182	6499907.96293256	III	III
23007	374351.30203182	6499907.96293256	III	III
23008	376851.30203182	6499907.96293256	III	III
23009	379351.30203182	6499907.96293256	III	III
23010	381851.30203182	6499907.96293256	III	III
23011	384351.30203182	6499907.96293256	III	III
23012	386851.30203182	6499907.96293256	III	III
23013	389351.30203182	6499907.96293256	III	III
23014	391851.30203182	6499907.96293256	III	III
23015	394351.30203182	6499907.96293256	III	III
23016	396851.30203182	6499907.96293256	III	III
23017	399351.30203182	6499907.96293256	III	III
23018	401851.30203182	6499907.96293256	III	III
23019	404351.30203182	6499907.96293256	III	III
23020	406851.30203182	6499907.96293256	III	III
23021	409351.30203182	6499907.96293256	III	III
23022	411851.30203182	6499907.96293256	III	III
23023	414351.30203182	6499907.96293256	III	III
23024	416851.30203182	6499907.96293256	III	III
23025	419351.30203182	6499907.96293256	III	III
23026	421851.30203182	6499907.96293256	III	III
23027	424351.30203182	6499907.96293256	III	III
23028	426851.30203182	6499907.96293256	III	III
23029	429351.30203182	6499907.96293256	III	III
23030	431851.30203182	6499907.96293256	III	III
23031	434351.30203182	6499907.96293256	III	III
23032	436851.30203182	6499907.96293256	III	III
23033	439351.30203182	6499907.96293256	III	III
23034	441851.30203182	6499907.96293256	III	III
23035	444351.30203182	6499907.96293256	III	III
23036	446851.30203182	6499907.96293256	III	III
23037	449351.30203182	6499907.96293256	III	III
23038	451851.30203182	6499907.96293256	III	III
23039	454351.30203182	6499907.96293256	III	III
23040	456851.30203182	6499907.96293256	III	III
23041	459351.30203182	6499907.96293256	III	III
23042	461851.30203182	6499907.96293256	III	III
23043	464351.30203182	6499907.96293256	III	III
23044	466851.30203182	6499907.96293256	III	III
23045	469351.30203182	6499907.96293256	III	III
23046	471851.30203182	6499907.96293256	III	III
23047	474351.30203182	6499907.96293256	III	III
23048	476851.30203182	6499907.96293256	III	III
23049	479351.30203182	6499907.96293256	III	III
23050	481851.30203182	6499907.96293256	III	III
23051	484351.30203182	6499907.96293256	III	III
23052	486851.30203182	6499907.96293256	III	III
23053	489351.30203182	6499907.96293256	III	III
23054	491851.30203182	6499907.96293256	III	III
23055	494351.30203182	6499907.96293256	III	III
23056	496851.30203182	6499907.96293256	III	III
23057	499351.30203182	6499907.96293256	III	III
23058	501851.30203182	6499907.96293256	III	III
23059	504351.30203182	6499907.96293256	III	III
23060	506851.30203182	6499907.96293256	III	III
23061	509351.30203182	6499907.96293256	III	III
23062	511851.30203182	6499907.96293256	III	III
23063	514351.30203182	6499907.96293256	III	III
23064	516851.30203182	6499907.96293256	III	III
23065	519351.30203182	6499907.96293256	III	III
23066	521851.30203182	6499907.96293256	III	III
23067	524351.30203182	6499907.96293256	III	III
23068	526851.30203182	6499907.96293256	III	III
23069	529351.30203182	6499907.96293256	III	III
23070	531851.30203182	6499907.96293256	III	III
23071	534351.30203182	6499907.96293256	III	III
23072	536851.30203182	6499907.96293256	III	III
23073	539351.30203182	6499907.96293256	III	III
23074	541851.30203182	6499907.96293256	III	III
23075	544351.30203182	6499907.96293256	III	III
23076	546851.30203182	6499907.96293256	III	III
23077	549351.30203182	6499907.96293256	III	III
23078	551851.30203182	6499907.96293256	III	III
23079	554351.30203182	6499907.96293256	III	III
23080	556851.30203182	6499907.96293256	III	III
23081	559351.30203182	6499907.96293256	III	III
23082	561851.30203182	6499907.96293256	III	III
23083	564351.30203182	6499907.96293256	III	III
23084	566851.30203182	6499907.96293256	III	III
23085	569351.30203182	6499907.96293256	III	III
23086	571851.30203182	6499907.96293256	III	III
23087	574351.30203182	6499907.96293256	III	III
23088	576851.30203182	6499907.96293256	III	III
23089	579351.30203182	6499907.96293256	III	III
23105	236851.30203182	6502407.96293256	I	I
23106	239351.30203182	6502407.96293256	I	I
23107	241851.30203182	6502407.96293256	I	I
23108	244351.30203182	6502407.96293256	I	I
23109	246851.30203182	6502407.96293256	I	I
23110	249351.30203182	6502407.96293256	I	I
23111	251851.30203182	6502407.96293256	I	I
23112	254351.30203182	6502407.96293256	I	I
23113	256851.30203182	6502407.96293256	I	I
23114	259351.30203182	6502407.96293256	I	I
23115	261851.30203182	6502407.96293256	I	I
23116	264351.30203182	6502407.96293256	I	I
23117	266851.30203182	6502407.96293256	I	I
23118	269351.30203182	6502407.96293256	I	I
23119	271851.30203182	6502407.96293256	I	I
23120	274351.30203182	6502407.96293256	I	I
23121	276851.30203182	6502407.96293256	I	I
23122	279351.30203182	6502407.96293256	I	I
23123	281851.30203182	6502407.96293256	II	II
23124	284351.30203182	6502407.96293256	II	II
23125	286851.30203182	6502407.96293256	II	II
23126	289351.30203182	6502407.96293256	II	IV
23127	291851.30203182	6502407.96293256	II	II
23128	294351.30203182	6502407.96293256	II	II
23129	296851.30203182	6502407.96293256	II	IV
23130	299351.30203182	6502407.96293256	II	II
23131	301851.30203182	6502407.96293256	II	IV
23132	304351.30203182	6502407.96293256	II	II
23133	306851.30203182	6502407.96293256	II	II
23134	309351.30203182	6502407.96293256	II	II
23135	311851.30203182	6502407.96293256	II	.
23136	314351.30203182	6502407.96293256	II	II
23137	316851.30203182	6502407.96293256	II	II
23138	319351.30203182	6502407.96293256	II	II
23139	321851.30203182	6502407.96293256	II	II
23140	324351.30203182	6502407.96293256	II	II
23141	326851.30203182	6502407.96293256	II	II
23142	329351.30203182	6502407.96293256	II	II
23143	331851.30203182	6502407.96293256	II	II
23144	334351.30203182	6502407.96293256	II	II
23145	336851.30203182	6502407.96293256	II	II
23146	339351.30203182	6502407.96293256	II	.
23147	341851.30203182	6502407.96293256	II	II
23148	344351.30203182	6502407.96293256	II	II
23149	346851.30203182	6502407.96293256	II	II
23150	349351.30203182	6502407.96293256	II	II
23151	351851.30203182	6502407.96293256	II	II
23152	354351.30203182	6502407.96293256	II	II
23153	356851.30203182	6502407.96293256	II	II
23154	359351.30203182	6502407.96293256	II	II
23155	361851.30203182	6502407.96293256	II	II
23156	364351.30203182	6502407.96293256	II	III
23157	366851.30203182	6502407.96293256	II	III
23158	369351.30203182	6502407.96293256	II	III
23159	371851.30203182	6502407.96293256	III	III
23160	374351.30203182	6502407.96293256	III	III
23161	376851.30203182	6502407.96293256	III	III
23162	379351.30203182	6502407.96293256	III	III
23163	381851.30203182	6502407.96293256	III	III
23164	384351.30203182	6502407.96293256	III	III
23165	386851.30203182	6502407.96293256	III	III
23166	389351.30203182	6502407.96293256	III	III
23167	391851.30203182	6502407.96293256	III	III
23168	394351.30203182	6502407.96293256	III	III
23169	396851.30203182	6502407.96293256	III	III
23170	399351.30203182	6502407.96293256	III	III
23171	401851.30203182	6502407.96293256	III	III
23172	404351.30203182	6502407.96293256	III	III
23173	406851.30203182	6502407.96293256	III	III
23174	409351.30203182	6502407.96293256	III	III
23175	411851.30203182	6502407.96293256	III	III
23176	414351.30203182	6502407.96293256	III	III
23177	416851.30203182	6502407.96293256	III	III
23178	419351.30203182	6502407.96293256	III	III
23179	421851.30203182	6502407.96293256	III	III
23180	424351.30203182	6502407.96293256	III	III
23181	426851.30203182	6502407.96293256	III	III
23182	429351.30203182	6502407.96293256	III	III
23183	431851.30203182	6502407.96293256	III	III
23184	434351.30203182	6502407.96293256	III	III
23185	436851.30203182	6502407.96293256	III	III
23186	439351.30203182	6502407.96293256	III	III
23187	441851.30203182	6502407.96293256	III	III
23188	444351.30203182	6502407.96293256	III	III
23189	446851.30203182	6502407.96293256	III	III
23190	449351.30203182	6502407.96293256	III	III
23191	451851.30203182	6502407.96293256	III	III
23192	454351.30203182	6502407.96293256	III	III
23193	456851.30203182	6502407.96293256	III	III
23194	459351.30203182	6502407.96293256	III	III
23195	461851.30203182	6502407.96293256	III	III
23196	464351.30203182	6502407.96293256	III	III
23197	466851.30203182	6502407.96293256	III	III
23198	469351.30203182	6502407.96293256	III	III
23199	471851.30203182	6502407.96293256	III	III
23200	474351.30203182	6502407.96293256	III	III
23201	476851.30203182	6502407.96293256	III	III
23202	479351.30203182	6502407.96293256	III	III
23203	481851.30203182	6502407.96293256	III	III
23204	484351.30203182	6502407.96293256	III	III
23205	486851.30203182	6502407.96293256	III	III
23206	489351.30203182	6502407.96293256	III	III
23207	491851.30203182	6502407.96293256	III	III
23208	494351.30203182	6502407.96293256	III	III
23209	496851.30203182	6502407.96293256	III	III
23210	499351.30203182	6502407.96293256	III	III
23211	501851.30203182	6502407.96293256	III	III
23212	504351.30203182	6502407.96293256	III	III
23213	506851.30203182	6502407.96293256	III	III
23214	509351.30203182	6502407.96293256	III	III
23215	511851.30203182	6502407.96293256	III	III
23216	514351.30203182	6502407.96293256	III	III
23217	516851.30203182	6502407.96293256	III	III
23218	519351.30203182	6502407.96293256	III	III
23219	521851.30203182	6502407.96293256	III	III
23220	524351.30203182	6502407.96293256	III	III
23221	526851.30203182	6502407.96293256	III	III
23222	529351.30203182	6502407.96293256	III	III
23223	531851.30203182	6502407.96293256	III	III
23224	534351.30203182	6502407.96293256	III	III
23225	536851.30203182	6502407.96293256	III	III
23226	539351.30203182	6502407.96293256	III	III
23227	541851.30203182	6502407.96293256	III	III
23228	544351.30203182	6502407.96293256	III	III
23229	546851.30203182	6502407.96293256	III	III
23230	549351.30203182	6502407.96293256	III	III
23231	551851.30203182	6502407.96293256	III	III
23232	554351.30203182	6502407.96293256	III	III
23233	556851.30203182	6502407.96293256	III	III
23234	559351.30203182	6502407.96293256	III	III
23235	561851.30203182	6502407.96293256	III	III
23236	564351.30203182	6502407.96293256	III	III
23237	566851.30203182	6502407.96293256	III	III
23238	569351.30203182	6502407.96293256	III	III
23239	571851.30203182	6502407.96293256	III	III
23240	574351.30203182	6502407.96293256	III	III
23241	576851.30203182	6502407.96293256	III	III
23242	579351.30203182	6502407.96293256	III	III
23243	581851.30203182	6502407.96293256	III	III
23258	236851.30203182	6504907.96293256	I	I
23259	239351.30203182	6504907.96293256	I	I
23260	241851.30203182	6504907.96293256	I	I
23261	244351.30203182	6504907.96293256	I	I
23262	246851.30203182	6504907.96293256	I	I
23263	249351.30203182	6504907.96293256	I	I
23264	251851.30203182	6504907.96293256	I	I
23265	254351.30203182	6504907.96293256	I	I
23266	256851.30203182	6504907.96293256	I	I
23267	259351.30203182	6504907.96293256	I	I
23268	261851.30203182	6504907.96293256	I	I
23269	264351.30203182	6504907.96293256	I	I
23270	266851.30203182	6504907.96293256	I	I
23271	269351.30203182	6504907.96293256	I	I
23272	271851.30203182	6504907.96293256	I	I
23273	274351.30203182	6504907.96293256	I	I
23274	276851.30203182	6504907.96293256	I	I
23275	279351.30203182	6504907.96293256	II	.
23276	281851.30203182	6504907.96293256	II	II
23277	284351.30203182	6504907.96293256	II	II
23278	286851.30203182	6504907.96293256	II	II
23279	289351.30203182	6504907.96293256	II	II
23280	291851.30203182	6504907.96293256	II	II
23281	294351.30203182	6504907.96293256	II	II
23282	296851.30203182	6504907.96293256	II	IV
23283	299351.30203182	6504907.96293256	II	II
23284	301851.30203182	6504907.96293256	II	II
23285	304351.30203182	6504907.96293256	II	II
23286	306851.30203182	6504907.96293256	II	II
23287	309351.30203182	6504907.96293256	II	II
23288	311851.30203182	6504907.96293256	II	.
23289	314351.30203182	6504907.96293256	II	II
23290	316851.30203182	6504907.96293256	II	II
23291	319351.30203182	6504907.96293256	II	II
23292	321851.30203182	6504907.96293256	II	II
23293	324351.30203182	6504907.96293256	II	II
23294	326851.30203182	6504907.96293256	II	II
23295	329351.30203182	6504907.96293256	II	II
23296	331851.30203182	6504907.96293256	II	II
23297	334351.30203182	6504907.96293256	II	II
23298	336851.30203182	6504907.96293256	II	II
23299	339351.30203182	6504907.96293256	II	.
23300	341851.30203182	6504907.96293256	II	II
23301	344351.30203182	6504907.96293256	II	II
23302	346851.30203182	6504907.96293256	II	II
23303	349351.30203182	6504907.96293256	II	II
23304	351851.30203182	6504907.96293256	II	II
23305	354351.30203182	6504907.96293256	II	II
23306	356851.30203182	6504907.96293256	II	II
23307	359351.30203182	6504907.96293256	II	II
23308	361851.30203182	6504907.96293256	II	III
23309	364351.30203182	6504907.96293256	II	III
23310	366851.30203182	6504907.96293256	II	III
23311	369351.30203182	6504907.96293256	II	III
23312	371851.30203182	6504907.96293256	II	III
23313	374351.30203182	6504907.96293256	III	III
23314	376851.30203182	6504907.96293256	III	III
23315	379351.30203182	6504907.96293256	III	III
23316	381851.30203182	6504907.96293256	III	III
23317	384351.30203182	6504907.96293256	III	III
23318	386851.30203182	6504907.96293256	III	III
23319	389351.30203182	6504907.96293256	III	III
23320	391851.30203182	6504907.96293256	III	III
23321	394351.30203182	6504907.96293256	III	III
23322	396851.30203182	6504907.96293256	III	III
23323	399351.30203182	6504907.96293256	III	III
23324	401851.30203182	6504907.96293256	III	III
23325	404351.30203182	6504907.96293256	III	III
23326	406851.30203182	6504907.96293256	III	III
23327	409351.30203182	6504907.96293256	III	III
23328	411851.30203182	6504907.96293256	III	III
23329	414351.30203182	6504907.96293256	III	III
23330	416851.30203182	6504907.96293256	III	III
23331	419351.30203182	6504907.96293256	III	III
23332	421851.30203182	6504907.96293256	III	III
23333	424351.30203182	6504907.96293256	III	III
23334	426851.30203182	6504907.96293256	III	III
23335	429351.30203182	6504907.96293256	III	III
23336	431851.30203182	6504907.96293256	III	III
23337	434351.30203182	6504907.96293256	III	III
23338	436851.30203182	6504907.96293256	III	III
23339	439351.30203182	6504907.96293256	III	III
23340	441851.30203182	6504907.96293256	III	III
23341	444351.30203182	6504907.96293256	III	III
23342	446851.30203182	6504907.96293256	III	III
23343	449351.30203182	6504907.96293256	III	III
23344	451851.30203182	6504907.96293256	III	III
23345	454351.30203182	6504907.96293256	III	III
23346	456851.30203182	6504907.96293256	III	III
23347	459351.30203182	6504907.96293256	III	III
23348	461851.30203182	6504907.96293256	III	III
23349	464351.30203182	6504907.96293256	III	III
23350	466851.30203182	6504907.96293256	III	III
23351	469351.30203182	6504907.96293256	III	III
23352	471851.30203182	6504907.96293256	III	III
23353	474351.30203182	6504907.96293256	III	III
23354	476851.30203182	6504907.96293256	III	III
23355	479351.30203182	6504907.96293256	III	III
23356	481851.30203182	6504907.96293256	III	III
23357	484351.30203182	6504907.96293256	III	III
23358	486851.30203182	6504907.96293256	III	III
23359	489351.30203182	6504907.96293256	III	III
23360	491851.30203182	6504907.96293256	III	III
23361	494351.30203182	6504907.96293256	III	III
23362	496851.30203182	6504907.96293256	III	III
23363	499351.30203182	6504907.96293256	III	III
23364	501851.30203182	6504907.96293256	III	III
23365	504351.30203182	6504907.96293256	III	III
23366	506851.30203182	6504907.96293256	III	III
23367	509351.30203182	6504907.96293256	III	III
23368	511851.30203182	6504907.96293256	III	III
23369	514351.30203182	6504907.96293256	III	III
23370	516851.30203182	6504907.96293256	III	III
23371	519351.30203182	6504907.96293256	III	III
23372	521851.30203182	6504907.96293256	III	III
23373	524351.30203182	6504907.96293256	III	III
23374	526851.30203182	6504907.96293256	III	III
23375	529351.30203182	6504907.96293256	III	III
23376	531851.30203182	6504907.96293256	III	III
23377	534351.30203182	6504907.96293256	III	III
23378	536851.30203182	6504907.96293256	III	III
23379	539351.30203182	6504907.96293256	III	III
23380	541851.30203182	6504907.96293256	III	III
23381	544351.30203182	6504907.96293256	III	III
23382	546851.30203182	6504907.96293256	III	III
23383	549351.30203182	6504907.96293256	III	III
23384	551851.30203182	6504907.96293256	III	III
23385	554351.30203182	6504907.96293256	III	III
23386	556851.30203182	6504907.96293256	III	III
23387	559351.30203182	6504907.96293256	III	III
23388	561851.30203182	6504907.96293256	III	III
23389	564351.30203182	6504907.96293256	III	III
23390	566851.30203182	6504907.96293256	III	III
23391	569351.30203182	6504907.96293256	III	III
23392	571851.30203182	6504907.96293256	III	III
23393	574351.30203182	6504907.96293256	III	III
23394	576851.30203182	6504907.96293256	III	III
23395	579351.30203182	6504907.96293256	III	III
23396	581851.30203182	6504907.96293256	III	III
23411	236851.30203182	6507407.96293256	I	I
23412	239351.30203182	6507407.96293256	I	I
23413	241851.30203182	6507407.96293256	I	I
23414	244351.30203182	6507407.96293256	I	I
23415	246851.30203182	6507407.96293256	I	I
23416	249351.30203182	6507407.96293256	I	I
23417	251851.30203182	6507407.96293256	I	I
23418	254351.30203182	6507407.96293256	I	I
23419	256851.30203182	6507407.96293256	I	I
23420	259351.30203182	6507407.96293256	I	I
23421	261851.30203182	6507407.96293256	I	I
23422	264351.30203182	6507407.96293256	I	I
23423	266851.30203182	6507407.96293256	I	I
23424	269351.30203182	6507407.96293256	I	I
23425	271851.30203182	6507407.96293256	I	I
23426	274351.30203182	6507407.96293256	I	I
23427	276851.30203182	6507407.96293256	II	II
23428	279351.30203182	6507407.96293256	II	II
23429	281851.30203182	6507407.96293256	II	II
23430	284351.30203182	6507407.96293256	II	IV
23431	286851.30203182	6507407.96293256	II	II
23432	289351.30203182	6507407.96293256	II	IV
23433	291851.30203182	6507407.96293256	II	II
23434	294351.30203182	6507407.96293256	II	II
23435	296851.30203182	6507407.96293256	II	II
23436	299351.30203182	6507407.96293256	II	II
23437	301851.30203182	6507407.96293256	II	II
23438	304351.30203182	6507407.96293256	II	II
23439	306851.30203182	6507407.96293256	II	II
23440	309351.30203182	6507407.96293256	II	II
23441	311851.30203182	6507407.96293256	II	.
23442	314351.30203182	6507407.96293256	II	.
23443	316851.30203182	6507407.96293256	II	II
23444	319351.30203182	6507407.96293256	II	II
23445	321851.30203182	6507407.96293256	II	II
23446	324351.30203182	6507407.96293256	II	II
23447	326851.30203182	6507407.96293256	II	II
23448	329351.30203182	6507407.96293256	II	II
23449	331851.30203182	6507407.96293256	II	II
23450	334351.30203182	6507407.96293256	II	II
23451	336851.30203182	6507407.96293256	II	II
23452	339351.30203182	6507407.96293256	II	II
23453	341851.30203182	6507407.96293256	II	II
23454	344351.30203182	6507407.96293256	II	II
23455	346851.30203182	6507407.96293256	II	II
23456	349351.30203182	6507407.96293256	II	II
23457	351851.30203182	6507407.96293256	II	.
23458	354351.30203182	6507407.96293256	II	II
23459	356851.30203182	6507407.96293256	II	II
23460	359351.30203182	6507407.96293256	II	II
23461	361851.30203182	6507407.96293256	II	II
23462	364351.30203182	6507407.96293256	II	III
23463	366851.30203182	6507407.96293256	II	III
23464	369351.30203182	6507407.96293256	II	III
23465	371851.30203182	6507407.96293256	II	III
23466	374351.30203182	6507407.96293256	III	III
23467	376851.30203182	6507407.96293256	III	III
23468	379351.30203182	6507407.96293256	III	III
23469	381851.30203182	6507407.96293256	III	III
23470	384351.30203182	6507407.96293256	III	III
23471	386851.30203182	6507407.96293256	III	III
23472	389351.30203182	6507407.96293256	III	III
23473	391851.30203182	6507407.96293256	III	III
23474	394351.30203182	6507407.96293256	III	III
23475	396851.30203182	6507407.96293256	III	III
23476	399351.30203182	6507407.96293256	III	III
23477	401851.30203182	6507407.96293256	III	III
23478	404351.30203182	6507407.96293256	III	III
23479	406851.30203182	6507407.96293256	III	III
23480	409351.30203182	6507407.96293256	III	III
23481	411851.30203182	6507407.96293256	III	III
23482	414351.30203182	6507407.96293256	III	III
23483	416851.30203182	6507407.96293256	III	III
23484	419351.30203182	6507407.96293256	III	III
23485	421851.30203182	6507407.96293256	III	III
23486	424351.30203182	6507407.96293256	III	III
23487	426851.30203182	6507407.96293256	III	III
23488	429351.30203182	6507407.96293256	III	III
23489	431851.30203182	6507407.96293256	III	III
23490	434351.30203182	6507407.96293256	III	III
23491	436851.30203182	6507407.96293256	III	III
23492	439351.30203182	6507407.96293256	III	III
23493	441851.30203182	6507407.96293256	III	III
23494	444351.30203182	6507407.96293256	III	III
23495	446851.30203182	6507407.96293256	III	III
23496	449351.30203182	6507407.96293256	III	III
23497	451851.30203182	6507407.96293256	III	III
23498	454351.30203182	6507407.96293256	III	III
23499	456851.30203182	6507407.96293256	III	III
23500	459351.30203182	6507407.96293256	III	III
23501	461851.30203182	6507407.96293256	III	III
23502	464351.30203182	6507407.96293256	III	III
23503	466851.30203182	6507407.96293256	III	III
23504	469351.30203182	6507407.96293256	III	III
23505	471851.30203182	6507407.96293256	III	III
23506	474351.30203182	6507407.96293256	III	III
23507	476851.30203182	6507407.96293256	III	III
23508	479351.30203182	6507407.96293256	III	III
23509	481851.30203182	6507407.96293256	III	III
23510	484351.30203182	6507407.96293256	III	III
23511	486851.30203182	6507407.96293256	III	III
23512	489351.30203182	6507407.96293256	III	III
23513	491851.30203182	6507407.96293256	III	III
23514	494351.30203182	6507407.96293256	III	III
23515	496851.30203182	6507407.96293256	III	III
23516	499351.30203182	6507407.96293256	III	III
23517	501851.30203182	6507407.96293256	III	III
23518	504351.30203182	6507407.96293256	III	III
23519	506851.30203182	6507407.96293256	III	III
23520	509351.30203182	6507407.96293256	III	III
23521	511851.30203182	6507407.96293256	III	III
23522	514351.30203182	6507407.96293256	III	III
23523	516851.30203182	6507407.96293256	III	III
23524	519351.30203182	6507407.96293256	III	III
23525	521851.30203182	6507407.96293256	III	III
23526	524351.30203182	6507407.96293256	III	III
23527	526851.30203182	6507407.96293256	III	III
23528	529351.30203182	6507407.96293256	III	III
23529	531851.30203182	6507407.96293256	III	III
23530	534351.30203182	6507407.96293256	III	III
23531	536851.30203182	6507407.96293256	III	III
23532	539351.30203182	6507407.96293256	III	III
23533	541851.30203182	6507407.96293256	III	III
23534	544351.30203182	6507407.96293256	III	III
23535	546851.30203182	6507407.96293256	III	III
23536	549351.30203182	6507407.96293256	III	III
23537	551851.30203182	6507407.96293256	III	III
23538	554351.30203182	6507407.96293256	III	III
23539	556851.30203182	6507407.96293256	III	III
23540	559351.30203182	6507407.96293256	III	III
23541	561851.30203182	6507407.96293256	III	III
23542	564351.30203182	6507407.96293256	III	III
23543	566851.30203182	6507407.96293256	III	III
23544	569351.30203182	6507407.96293256	III	III
23545	571851.30203182	6507407.96293256	III	III
23546	574351.30203182	6507407.96293256	III	III
23547	576851.30203182	6507407.96293256	III	III
23548	579351.30203182	6507407.96293256	III	III
23549	581851.30203182	6507407.96293256	III	III
23550	584351.30203182	6507407.96293256	III	III
23564	236851.30203182	6509907.96293256	I	I
23565	239351.30203182	6509907.96293256	I	I
23566	241851.30203182	6509907.96293256	I	I
23567	244351.30203182	6509907.96293256	I	I
23568	246851.30203182	6509907.96293256	I	I
23569	249351.30203182	6509907.96293256	I	I
23570	251851.30203182	6509907.96293256	I	I
23571	254351.30203182	6509907.96293256	I	I
23572	256851.30203182	6509907.96293256	I	I
23573	259351.30203182	6509907.96293256	I	I
23574	261851.30203182	6509907.96293256	I	I
23575	264351.30203182	6509907.96293256	I	I
23576	266851.30203182	6509907.96293256	I	I
23577	269351.30203182	6509907.96293256	I	I
23578	271851.30203182	6509907.96293256	I	I
